date,ticker,open,high,low,close,volume
2025-10-17,BBB,73.55,76.75,72.64,75.82,757965
2025-10-20,BBB,75.82,77.97,75.67,77.82,899639
2025-10-21,BBB,77.82,79.71,77.4,79.28,1273901
2025-10-22,BBB,79.28,80.6,78.93,80.25,1323596
2025-10-23,BBB,80.25,80.78,78.84,79.37,1044893
2025-10-24,BBB,79.37,82.37,78.26,81.23,1004800
2025-10-27,BBB,81.23,81.57,79.8,80.13,898342
2025-10-28,BBB,80.13,83.14,80.03,83.03,945201
2025-10-29,BBB,83.03,84.32,82.03,83.31,854257
2025-10-30,BBB,83.31,85.61,82.82,85.11,842963
2025-10-31,BBB,85.11,86.85,84.2,85.93,1107842
2025-11-03,BBB,85.93,88.07,85.35,87.47,786728
2025-11-04,BBB,87.47,90.1,87.22,89.84,962375
2025-11-05,BBB,89.84,92.45,89.39,91.98,1068383
2025-11-06,BBB,91.98,96.12,91.45,95.57,1139176
2025-11-07,BBB,95.57,95.9,95.34,95.67,1229270
2025-11-10,BBB,95.67,97.01,95.2,96.54,1160876
2025-11-11,BBB,96.54,97.27,95.18,95.91,843278
2025-11-12,BBB,95.91,97.68,90.8,92.51,834518
2025-11-13,BBB,92.51,92.74,91.92,92.14,1046111
2025-11-14,BBB,92.14,94.22,91.43,93.5,912538
2025-11-17,BBB,93.5,93.74,92.98,93.22,962696
2025-11-18,BBB,93.22,96.34,92.8,95.91,1110231
2025-11-19,BBB,95.91,98.08,94.9,97.06,1027153
2025-11-20,BBB,97.06,97.41,94.45,94.79,902296
2025-11-21,BBB,94.79,95.29,93.39,93.89,1185742
2025-11-24,BBB,93.89,94.19,93.63,93.93,1255332
2025-11-25,BBB,93.93,96.54,91.73,94.33,1084826
2025-11-26,BBB,94.33,94.97,90.72,91.34,1057173
2025-11-27,BBB,91.34,94.03,90.79,93.46,979231
2025-11-28,BBB,93.46,93.64,91.23,91.4,872421
2025-12-01,BBB,91.4,91.89,89.97,90.45,1250485
2025-12-02,BBB,90.45,92.07,89.48,91.09,1066690
2025-12-03,BBB,91.09,93.56,90.59,93.05,979897
2025-12-04,BBB,93.05,93.74,92.4,93.08,1097242
2025-12-05,BBB,93.08,93.43,92.53,92.88,866876
2025-12-08,BBB,92.88,93.48,91.55,92.14,944075
2025-12-09,BBB,92.14,95.35,91.81,95.01,1033702
2025-12-10,BBB,95.01,97.84,93.8,96.6,735878
2025-12-11,BBB,96.6,97.7,92.88,93.95,917221
2025-12-12,BBB,93.95,98.78,93.47,98.28,1027682
2025-12-15,BBB,98.28,102.83,96.5,101.0,1309225
2025-12-16,BBB,101.0,104.15,100.07,103.2,1088879
2025-01-01,CCC,20.0,20.67,19.83,20.5,877270
2025-01-02,CCC,20.5,20.58,20.44,20.53,932015
2025-01-03,CCC,20.53,21.29,20.23,20.99,1013261
2025-01-06,CCC,20.99,22.32,20.63,21.95,970951
2025-01-07,CCC,21.95,22.56,20.91,21.51,987597
2025-01-08,CCC,21.51,22.0,20.97,21.46,1094621
2025-01-09,CCC,21.46,22.06,20.25,20.83,1183155
2025-01-10,CCC,20.83,21.3,20.76,21.23,856084
2025-01-13,CCC,21.23,21.58,20.68,21.02,1282687
2025-01-14,CCC,21.02,22.19,20.87,22.03,832057
2025-01-15,CCC,22.03,22.74,21.44,22.16,1048475
2025-01-16,CCC,22.16,22.31,21.94,22.09,760794
2025-01-17,CCC,22.09,22.64,21.91,22.46,824512
2025-01-20,CCC,22.46,22.47,20.55,20.56,1265837
2025-01-21,CCC,20.56,21.77,20.42,21.62,909668
2025-01-22,CCC,21.62,22.28,21.29,21.95,1045268
2025-01-23,CCC,21.95,22.91,21.55,22.49,984976
2025-01-24,CCC,22.49,22.79,22.09,22.39,875967
2025-01-27,CCC,22.39,22.51,22.15,22.27,1137037
2025-01-28,CCC,22.27,22.77,21.28,21.77,959331
2025-01-29,CCC,21.77,22.03,21.52,21.78,636363
2025-01-30,CCC,21.78,22.64,21.54,22.4,957800
2025-01-31,CCC,22.4,22.65,22.22,22.47,765618
2025-02-03,CCC,22.47,22.74,21.89,22.15,811856
2025-02-04,CCC,22.15,22.83,21.7,22.38,1069964
2025-02-05,CCC,22.38,22.93,21.84,22.39,1174710
2025-02-06,CCC,22.39,22.66,21.66,21.93,1030085
2025-02-07,CCC,21.93,23.06,21.59,22.72,1009251
2025-02-10,CCC,22.72,23.28,22.48,23.04,1026466
2025-02-11,CCC,23.04,23.33,22.54,22.82,1012921
2025-02-12,CCC,22.82,23.82,21.16,22.12,1065483
2025-02-13,CCC,22.12,23.56,21.34,22.76,848540
2025-02-14,CCC,22.76,23.93,22.06,23.21,1003119
2025-02-17,CCC,23.21,23.28,22.68,22.74,1206231
2025-02-18,CCC,22.74,23.02,22.07,22.34,927588
2025-02-19,CCC,22.34,22.38,21.69,21.73,1243701
2025-02-20,CCC,21.73,22.06,21.65,21.97,956228
2025-02-21,CCC,21.97,22.27,20.7,20.98,988324
2025-02-24,CCC,20.98,21.98,19.89,20.89,1044812
2025-02-25,CCC,20.89,21.03,20.32,20.45,1172266
2025-02-26,CCC,20.45,21.0,20.01,20.55,1137884
2025-02-27,CCC,20.55,21.13,19.61,20.17,1162007
2025-02-28,CCC,20.17,20.56,19.55,19.93,1010178
2025-03-03,CCC,19.93,20.62,19.79,20.47,873046
2025-03-04,CCC,20.47,20.79,19.8,20.11,949783
2025-03-05,CCC,20.11,20.4,19.61,19.89,1063539
2025-03-06,CCC,19.89,21.49,19.58,21.16,1003632
2025-03-07,CCC,21.16,22.11,21.13,22.08,1067855
2025-03-10,CCC,22.08,22.23,21.28,21.41,971928
2025-03-11,CCC,21.41,22.47,21.03,22.08,1388434
2025-03-12,CCC,22.08,22.61,21.97,22.5,1029157
2025-03-13,CCC,22.5,22.61,22.18,22.29,955689
2025-03-14,CCC,22.29,22.88,21.85,22.44,849018
2025-03-17,CCC,22.44,23.7,21.99,23.24,982289
2025-03-18,CCC,23.24,23.45,21.59,21.79,1194549
2025-03-19,CCC,21.79,22.14,21.47,21.81,924283
2025-03-20,CCC,21.81,22.58,21.63,22.39,964160
2025-03-21,CCC,22.39,22.53,22.05,22.18,861638
2025-03-24,CCC,22.18,23.4,22.07,23.29,1182573
2025-03-25,CCC,23.29,24.75,22.94,24.39,935256
2025-03-26,CCC,24.39,24.73,24.38,24.72,864444
2025-03-27,CCC,24.72,25.44,24.28,25.0,1178151
2025-03-28,CCC,25.0,25.07,24.61,24.69,1042493
2025-03-31,CCC,24.69,24.9,24.32,24.53,928764
2025-04-01,CCC,24.53,25.72,24.04,25.21,1018956
2025-04-02,CCC,25.21,27.11,24.83,26.71,898338
2025-04-03,CCC,26.71,27.24,26.64,27.17,1052594
2025-04-04,CCC,27.17,27.87,26.91,27.6,1166454
2025-04-07,CCC,27.6,28.09,27.5,27.99,1100886
2025-04-08,CCC,27.99,29.68,27.93,29.62,853820
2025-04-09,CCC,29.62,30.71,29.57,30.65,674099
2025-04-10,CCC,30.65,31.73,30.4,31.48,986420
2025-04-11,CCC,31.48,31.93,31.39,31.84,1106417
2025-04-14,CCC,31.84,32.08,31.23,31.47,961067
2025-04-15,CCC,31.47,32.51,31.18,32.21,859684
2025-04-16,CCC,32.21,33.58,31.95,33.31,1121208
2025-04-17,CCC,33.31,34.66,32.39,33.73,966480
2025-04-18,CCC,33.73,33.74,33.42,33.43,954523
2025-04-21,CCC,33.43,35.11,32.61,34.28,841947
2025-04-22,CCC,34.28,34.77,32.76,33.23,1256592
2025-04-23,CCC,33.23,33.31,33.09,33.18,1010507
2025-04-24,CCC,33.18,34.86,32.72,34.38,1035755
2025-04-25,CCC,34.38,35.71,34.12,35.44,1028437
2025-04-28,CCC,35.44,38.04,34.0,36.56,1101681
2025-04-29,CCC,36.56,37.56,34.91,35.9,1076680
2025-04-30,CCC,35.9,37.51,35.82,37.43,1142931
2025-05-01,CCC,37.43,40.07,36.69,39.29,1245994
2025-05-02,CCC,39.29,40.27,39.25,40.23,759705
2025-05-05,CCC,40.23,40.74,39.49,39.99,1325641
2025-05-06,CCC,39.99,40.07,39.77,39.84,1082722
2025-05-07,CCC,39.84,40.97,38.83,39.95,906602
2025-05-08,CCC,39.95,40.69,39.51,40.25,801996
2025-05-09,CCC,40.25,40.27,39.55,39.57,935604
2025-05-12,CCC,39.57,40.4,37.99,38.81,987534
2025-05-13,CCC,38.81,39.25,36.69,37.11,1012365
2025-05-14,CCC,37.11,37.28,35.38,35.54,887176
2025-05-15,CCC,35.54,36.66,34.83,35.94,718724
2025-05-16,CCC,35.94,36.2,35.85,36.12,1100701
2025-05-19,CCC,36.12,36.81,35.71,36.4,952141
2025-05-20,CCC,36.4,36.99,35.01,35.59,1003196
2025-05-21,CCC,35.59,37.7,35.55,37.67,893738
2025-05-22,CCC,37.67,38.69,35.04,36.02,762379
2025-05-23,CCC,36.02,36.64,35.74,36.36,762821
2025-05-26,CCC,36.36,37.66,36.09,37.39,1022018
2025-05-27,CCC,37.39,39.78,36.89,39.25,959720
2025-05-28,CCC,39.25,40.52,37.03,38.26,892127
2025-05-29,CCC,38.26,38.83,37.51,38.08,980311
2025-05-30,CCC,38.08,38.35,37.95,38.22,902499
2025-06-02,CCC,38.22,38.73,37.97,38.47,836440
2025-06-03,CCC,38.47,40.22,38.42,40.16,1002827
2025-06-04,CCC,40.16,41.22,40.02,41.07,1142970
2025-06-05,CCC,41.07,41.87,40.7,41.49,1054225
2025-06-06,CCC,41.49,41.56,40.06,40.13,995015
2025-06-09,CCC,40.13,40.2,39.86,39.94,717722
2025-06-10,CCC,39.94,39.99,39.28,39.34,1023978
2025-06-11,CCC,39.34,40.09,37.46,38.19,870073
2025-06-12,CCC,38.19,39.61,37.94,39.35,903065
2025-06-13,CCC,39.35,42.25,38.65,41.51,1137873
2025-06-16,CCC,41.51,43.25,41.09,42.82,1208869
2025-06-17,CCC,42.82,43.0,42.38,42.56,1039048
2025-06-18,CCC,42.56,43.08,41.94,42.45,1119023
2025-06-19,CCC,42.45,43.28,39.5,40.29,750626
2025-06-20,CCC,40.29,42.3,39.61,41.6,836355
2025-06-23,CCC,41.6,42.29,40.46,41.15,967761
2025-06-24,CCC,41.15,41.63,40.35,40.83,1196546
2025-06-25,CCC,40.83,42.96,40.48,42.6,968616
2025-06-26,CCC,42.6,43.11,40.02,40.51,1144727
2025-06-27,CCC,40.51,43.32,39.76,42.54,911130
2025-06-30,CCC,42.54,42.74,42.36,42.57,878559
2025-07-01,CCC,42.57,43.48,42.26,43.17,997832
2025-07-02,CCC,43.17,43.95,43.17,43.94,934542
2025-07-03,CCC,43.94,44.0,43.81,43.87,944498
2025-07-04,CCC,43.87,44.92,42.55,43.59,1084137
2025-07-07,CCC,43.59,44.05,42.82,43.27,949927
2025-07-08,CCC,43.27,45.11,43.03,44.86,983904
2025-07-09,CCC,44.86,46.6,43.8,45.53,830984
2025-07-10,CCC,45.53,45.62,43.87,43.96,1259877
2025-07-11,CCC,43.96,47.42,43.54,46.97,1075126
2025-07-14,CCC,46.97,47.36,44.14,44.51,881832
2025-07-15,CCC,44.51,44.62,43.63,43.74,929186
2025-07-16,CCC,43.74,44.23,40.75,41.21,839088
2025-07-17,CCC,41.21,42.86,39.93,41.57,862092
2025-07-18,CCC,41.57,41.75,38.31,38.48,1165143
2025-07-21,CCC,38.48,41.55,37.77,40.79,1074504
2025-07-22,CCC,40.79,40.86,40.22,40.29,1396651
2025-07-23,CCC,40.29,40.44,38.38,38.53,1070153
2025-07-24,CCC,38.53,39.9,38.47,39.84,1046207
2025-07-25,CCC,39.84,40.0,39.28,39.43,948521
2025-07-28,CCC,39.43,40.45,39.22,40.23,1056565
2025-07-29,CCC,40.23,40.93,39.55,40.25,992290
2025-07-30,CCC,40.25,41.02,37.45,38.17,864140
2025-07-31,CCC,38.17,38.51,37.15,37.48,1206165
2025-08-01,CCC,37.48,39.25,33.48,35.14,1158408
2025-08-04,CCC,35.14,35.45,35.11,35.42,1042833
2025-08-05,CCC,35.42,36.38,35.08,36.03,1083340
2025-08-06,CCC,36.03,36.29,35.93,36.18,977309
2025-08-07,CCC,36.18,36.8,35.41,36.03,1089033
2025-08-08,CCC,36.03,36.38,32.58,32.9,1029210
2025-08-11,CCC,32.9,33.12,32.71,32.93,1168616
2025-08-12,CCC,32.93,34.31,32.55,33.92,1061057
2025-08-13,CCC,33.92,34.62,32.3,32.98,905992
2025-08-14,CCC,32.98,34.37,32.51,33.88,1076962
2025-08-15,CCC,33.88,34.94,33.62,34.67,903777
2025-08-18,CCC,34.67,35.59,34.25,35.17,1113143
2025-08-19,CCC,35.17,36.87,34.8,36.48,1052717
2025-08-20,CCC,36.48,37.72,36.46,37.71,867718
2025-08-21,CCC,37.71,38.13,37.16,37.58,898723
2025-08-22,CCC,37.58,38.02,37.03,37.47,953805
2025-08-25,CCC,37.47,37.59,35.28,35.4,1000180
2025-08-26,CCC,35.4,35.75,34.24,34.58,1140635
2025-08-27,CCC,34.58,34.98,32.59,32.97,884628
2025-08-28,CCC,32.97,33.38,31.69,32.09,970926
2025-08-29,CCC,32.09,33.05,30.92,31.88,1095312
2025-09-01,CCC,31.88,31.91,30.72,30.74,1041606
2025-09-02,CCC,30.74,32.67,30.14,32.04,547073
2025-09-03,CCC,32.04,33.14,31.18,32.27,1185841
2025-09-04,CCC,32.27,32.76,32.03,32.52,1121068
2025-09-05,CCC,32.52,32.75,31.39,31.62,1075820
2025-09-08,CCC,31.62,34.03,30.31,32.67,1058862
2025-09-09,CCC,32.67,32.69,32.21,32.22,734638
2025-09-10,CCC,32.22,32.42,31.41,31.6,921386
2025-09-11,CCC,31.6,32.18,31.21,31.79,1168154
2025-09-12,CCC,31.79,31.84,31.79,31.84,950815
2025-09-15,CCC,31.84,32.43,31.45,32.04,869930
2025-09-16,CCC,32.04,32.18,31.31,31.45,798119
2025-09-17,CCC,31.45,31.68,30.51,30.73,1131158
2025-09-18,CCC,30.73,31.1,30.64,31.01,1127634
2025-09-19,CCC,31.01,31.19,30.75,30.93,984516
2025-09-22,CCC,30.93,31.5,30.66,31.22,634177
2025-09-23,CCC,31.22,31.89,30.48,31.15,1138932
2025-09-24,CCC,31.15,32.69,30.57,32.09,1013298
2025-09-25,CCC,32.09,32.63,31.8,32.33,952589
2025-09-26,CCC,32.33,33.57,31.75,32.98,979083
2025-09-29,CCC,32.98,32.98,32.58,32.58,1090181
2025-09-30,CCC,32.58,33.7,30.14,31.22,917419
2025-10-01,CCC,31.22,31.46,29.89,30.12,977832
2025-10-02,CCC,30.12,30.78,29.11,29.76,1049011
2025-10-03,CCC,29.76,30.35,29.48,30.07,829175
2025-10-06,CCC,30.07,31.09,30.04,31.05,1100572
2025-10-07,CCC,31.05,31.78,29.4,30.1,1122683
2025-10-08,CCC,30.1,30.9,29.7,30.49,869550
2025-10-09,CCC,30.49,32.13,29.94,31.56,1246400
2025-10-10,CCC,31.56,31.86,30.46,30.76,950707
2025-10-13,CCC,30.76,31.62,30.51,31.36,975581
2025-10-14,CCC,31.36,31.92,30.89,31.45,1111123
2025-10-15,CCC,31.45,31.55,30.9,31.01,850847
2025-10-16,CCC,31.01,31.1,28.59,28.67,1361892
2025-10-17,CCC,28.67,29.4,28.66,29.39,960566
2025-10-20,CCC,29.39,29.69,29.15,29.45,822878
2025-10-21,CCC,29.45,30.81,29.14,30.48,1107727
2025-10-22,CCC,30.48,30.94,30.47,30.93,1100929
2025-10-23,CCC,30.93,31.69,30.76,31.52,913959
2025-10-24,CCC,31.52,32.4,30.79,31.67,814133
2025-10-27,CCC,31.67,31.75,30.25,30.32,1007633
2025-10-28,CCC,30.32,30.64,30.21,30.52,966519
2025-10-29,CCC,30.52,32.7,29.79,31.93,875725
2025-10-30,CCC,31.93,32.72,31.1,31.88,973621
2025-10-31,CCC,31.88,33.53,31.87,33.52,1034605
2025-11-03,CCC,33.52,33.83,32.0,32.3,943720
2025-11-04,CCC,32.3,32.92,31.43,32.04,1083653
2025-11-05,CCC,32.04,32.16,30.91,31.02,1074733
2025-11-06,CCC,31.02,32.89,30.29,32.13,847735
2025-11-07,CCC,32.13,32.74,30.81,31.4,964897
2025-11-10,CCC,31.4,32.36,30.93,31.88,988607
2025-11-11,CCC,31.88,31.96,31.55,31.63,874728
2025-11-12,CCC,31.63,34.47,30.86,33.66,1027711
2025-11-13,CCC,33.66,35.75,33.65,35.75,971494
2025-11-14,CCC,35.75,35.85,35.32,35.42,1205927
2025-11-17,CCC,35.42,36.23,32.36,33.12,786406
2025-11-18,CCC,33.12,33.34,32.7,32.91,1088282
2025-11-19,CCC,32.91,33.14,31.16,31.38,1303646
2025-11-20,CCC,31.38,31.47,30.06,30.14,900702
2025-11-21,CCC,30.14,30.58,30.13,30.57,903776
2025-11-24,CCC,30.57,31.91,29.75,31.07,971364
2025-11-25,CCC,31.07,32.4,30.46,31.78,856534
2025-11-26,CCC,31.78,33.0,31.08,32.28,1053342
2025-11-27,CCC,32.28,32.28,32.03,32.03,812438
2025-11-28,CCC,32.03,33.09,31.6,32.66,932186
2025-12-01,CCC,32.66,32.79,32.12,32.24,934492
2025-12-02,CCC,32.24,33.26,31.21,32.23,962946
2025-12-03,CCC,32.23,32.54,31.62,31.93,1111628
2025-12-04,CCC,31.93,32.24,31.5,31.81,1198195
2025-12-05,CCC,31.81,33.51,31.52,33.21,720019
2025-12-08,CCC,33.21,34.61,32.87,34.26,1118593
2025-12-09,CCC,34.26,34.72,31.86,32.29,818324
2025-12-10,CCC,32.29,33.05,32.28,33.04,856909
2025-12-11,CCC,33.04,33.38,32.35,32.69,1015884
2025-12-12,CCC,32.69,34.3,31.72,33.31,765363
2025-12-15,CCC,33.31,35.03,33.26,34.98,865182
2025-12-16,CCC,34.98,35.08,33.54,33.63,1138247
